Pathway	Article Count	Success Rate	Times Found	Total Occurrences
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	200	0.6	3	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	300	0.6	3	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	400	0.6	3	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	500	0.6	3	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	600	0.6	3	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	700	0.6	3	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	800	0.4	2	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	900	0.4	2	5
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1000	0.0	0	2
Glyoxylate and dicarboxylate metabolism	0	1.0	4	4
Glyoxylate and dicarboxylate metabolism	10	0.6666666666666666	2	3
Glyoxylate and dicarboxylate metabolism	20	1.0	3	3
Glyoxylate and dicarboxylate metabolism	30	1.0	3	3
Glyoxylate and dicarboxylate metabolism	40	1.0	3	3
Glyoxylate and dicarboxylate metabolism	50	1.0	3	3
Glyoxylate and dicarboxylate metabolism	100	1.0	3	3
Glyoxylate and dicarboxylate metabolism	200	1.0	3	3
Glyoxylate and dicarboxylate metabolism	300	1.0	3	3
Glyoxylate and dicarboxylate metabolism	400	1.0	2	2
Glyoxylate and dicarboxylate metabolism	500	1.0	2	2
Glyoxylate and dicarboxylate metabolism	600	1.0	2	2
Glyoxylate and dicarboxylate metabolism	700	1.0	2	2
Glyoxylate and dicarboxylate metabolism	800	1.0	2	2
Glyoxylate and dicarboxylate metabolism	900	1.0	2	2
GnRH secretion	0	0.75	3	4
GnRH secretion	10	1.0	4	4
GnRH secretion	20	1.0	4	4
GnRH secretion	30	1.0	4	4
GnRH secretion	40	1.0	4	4
GnRH secretion	50	1.0	4	4
GnRH secretion	100	1.0	4	4
GnRH secretion	200	0.75	3	4
GnRH secretion	300	0.75	3	4
GnRH secretion	400	0.75	3	4
GnRH secretion	500	0.75	3	4
GnRH secretion	600	1.0	4	4
GnRH secretion	700	1.0	4	4
GnRH secretion	800	0.75	3	4
GnRH secretion	900	0.75	3	4
GnRH signaling pathway	0	1.0	5	5
GnRH signaling pathway	10	1.0	5	5
GnRH signaling pathway	20	1.0	5	5
GnRH signaling pathway	30	1.0	4	4
GnRH signaling pathway	40	1.0	4	4
GnRH signaling pathway	50	1.0	4	4
GnRH signaling pathway	100	1.0	4	4
GnRH signaling pathway	200	1.0	4	4
GnRH signaling pathway	300	1.0	4	4
GnRH signaling pathway	400	1.0	4	4
GnRH signaling pathway	500	1.0	4	4
GnRH signaling pathway	600	1.0	4	4
GnRH signaling pathway	700	1.0	4	4
GnRH signaling pathway	800	1.0	4	4
GnRH signaling pathway	900	1.0	4	4
GnRH signaling pathway	1000	1.0	2	2
Growth hormone synthesis, secretion and action	0	1.0	9	9
Growth hormone synthesis, secretion and action	10	1.0	8	8
Growth hormone synthesis, secretion and action	20	1.0	8	8
Growth hormone synthesis, secretion and action	30	1.0	8	8
Growth hormone synthesis, secretion and action	40	1.0	8	8
Growth hormone synthesis, secretion and action	50	1.0	8	8
Growth hormone synthesis, secretion and action	100	1.0	8	8
Growth hormone synthesis, secretion and action	200	1.0	8	8
Growth hormone synthesis, secretion and action	300	1.0	8	8
Growth hormone synthesis, secretion and action	400	1.0	8	8
Growth hormone synthesis, secretion and action	500	1.0	8	8
Growth hormone synthesis, secretion and action	600	1.0	8	8
Growth hormone synthesis, secretion and action	700	1.0	8	8
Growth hormone synthesis, secretion and action	800	1.0	8	8
Growth hormone synthesis, secretion and action	900	1.0	8	8
Growth hormone synthesis, secretion and action	1000	1.0	5	5
HIF-1 signaling pathway	0	0.8333333333333334	5	6
HIF-1 signaling pathway	10	0.8	4	5
HIF-1 signaling pathway	20	0.8	4	5
HIF-1 signaling pathway	30	0.8	4	5
HIF-1 signaling pathway	40	0.8	4	5
HIF-1 signaling pathway	50	0.6	3	5
HIF-1 signaling pathway	100	0.6666666666666666	4	6
HIF-1 signaling pathway	200	1.0	5	5
HIF-1 signaling pathway	300	0.8	4	5
HIF-1 signaling pathway	400	0.8	4	5
HIF-1 signaling pathway	500	0.8	4	5
HIF-1 signaling pathway	600	0.6	3	5
HIF-1 signaling pathway	700	0.75	3	4
HIF-1 signaling pathway	800	0.75	3	4
HIF-1 signaling pathway	900	0.75	3	4
HIF-1 signaling pathway	1000	1.0	2	2
Hedgehog signaling pathway	0	0.8947368421052632	17	19
Hedgehog signaling pathway	10	0.8823529411764706	15	17
Hedgehog signaling pathway	20	0.8235294117647058	14	17
Hedgehog signaling pathway	30	0.8823529411764706	15	17
Hedgehog signaling pathway	40	0.8125	13	16
Hedgehog signaling pathway	50	0.8666666666666667	13	15
Hedgehog signaling pathway	100	0.8666666666666667	13	15
Hedgehog signaling pathway	200	0.8461538461538461	11	13
Hedgehog signaling pathway	300	0.9090909090909091	10	11
Hedgehog signaling pathway	400	0.8888888888888888	8	9
Hedgehog signaling pathway	500	0.8888888888888888	8	9
Hedgehog signaling pathway	600	0.8888888888888888	8	9
Hedgehog signaling pathway	700	0.8	4	5
Hedgehog signaling pathway	800	1.0	4	4
Hedgehog signaling pathway	900	1.0	4	4
Hedgehog signaling pathway	1000	1.0	2	2
Hematopoietic cell lineage	0	1.0	6	6
Hematopoietic cell lineage	10	0.8	4	5
Hematopoietic cell lineage	20	1.0	6	6
Hematopoietic cell lineage	30	1.0	6	6
Hematopoietic cell lineage	40	0.8333333333333334	5	6
Hematopoietic cell lineage	50	0.8333333333333334	5	6
Hematopoietic cell lineage	100	0.8333333333333334	5	6
Hematopoietic cell lineage	200	1.0	6	6
Hematopoietic cell lineage	300	1.0	6	6
Hematopoietic cell lineage	400	1.0	6	6
Hematopoietic cell lineage	500	1.0	6	6
Hematopoietic cell lineage	600	1.0	5	5
Hematopoietic cell lineage	700	1.0	5	5
Hematopoietic cell lineage	800	1.0	5	5
Hematopoietic cell lineage	900	1.0	5	5
Hematopoietic cell lineage	1000	1.0	1	1
Herpes simplex virus 1 infection	0	1.0	1	1
Herpes simplex virus 1 infection	10	1.0	1	1
Herpes simplex virus 1 infection	20	1.0	1	1
Herpes simplex virus 1 infection	30	1.0	1	1
Herpes simplex virus 1 infection	40	1.0	1	1
Herpes simplex virus 1 infection	50	1.0	1	1
Herpes simplex virus 1 infection	100	1.0	1	1
Herpes simplex virus 1 infection	200	1.0	1	1
Herpes simplex virus 1 infection	300	1.0	1	1
Herpes simplex virus 1 infection	400	1.0	1	1
Herpes simplex virus 1 infection	500	1.0	1	1
Herpes simplex virus 1 infection	600	1.0	1	1
Herpes simplex virus 1 infection	700	1.0	1	1
Herpes simplex virus 1 infection	800	1.0	1	1
Herpes simplex virus 1 infection	900	1.0	1	1
Herpes simplex virus 1 infection	1000	1.0	1	1
Hippo signaling pathway	0	0.9473684210526315	18	19
Hippo signaling pathway	10	0.8666666666666667	13	15
Hippo signaling pathway	20	0.9333333333333333	14	15
Hippo signaling pathway	30	0.7857142857142857	11	14
Hippo signaling pathway	40	0.8	12	15
Hippo signaling pathway	50	0.7692307692307693	10	13
Hippo signaling pathway	100	0.9090909090909091	10	11
Hippo signaling pathway	200	0.875	7	8
Hippo signaling pathway	300	0.8571428571428571	6	7
Hippo signaling pathway	400	0.8571428571428571	6	7
Hippo signaling pathway	500	1.0	6	6
Hippo signaling pathway	600	1.0	5	5
Hippo signaling pathway	700	1.0	5	5
Hippo signaling pathway	800	1.0	4	4
Hippo signaling pathway	900	1.0	4	4
Hippo signaling pathway	1000	1.0	2	2
Histidine metabolism	0	1.0	4	4
Histidine metabolism	10	1.0	3	3
Histidine metabolism	20	1.0	3	3
Histidine metabolism	30	1.0	2	2
Histidine metabolism	40	1.0	2	2
Histidine metabolism	50	1.0	2	2
Histidine metabolism	100	1.0	2	2
Histidine metabolism	200	1.0	1	1
Histidine metabolism	300	1.0	1	1
Histidine metabolism	400	1.0	1	1
Histidine metabolism	500	1.0	1	1
Histidine metabolism	600	1.0	1	1
Histidine metabolism	700	1.0	1	1
Histidine metabolism	800	1.0	1	1
Histidine metabolism	900	1.0	1	1
Histidine metabolism	1000	1.0	1	1
Homologous recombination	0	0.9285714285714286	13	14
Homologous recombination	10	0.7142857142857143	10	14
Homologous recombination	20	0.7142857142857143	10	14
Homologous recombination	30	0.6923076923076923	9	13
Homologous recombination	40	0.6923076923076923	9	13
Homologous recombination	50	0.6923076923076923	9	13
Homologous recombination	100	0.6666666666666666	8	12
Homologous recombination	200	0.6666666666666666	8	12
Homologous recombination	300	0.7272727272727273	8	11
Homologous recombination	400	0.9090909090909091	10	11
Homologous recombination	500	0.9090909090909091	10	11
Homologous recombination	600	0.9090909090909091	10	11
Homologous recombination	700	0.9090909090909091	10	11
Homologous recombination	800	0.9090909090909091	10	11
Homologous recombination	900	0.9090909090909091	10	11
Homologous recombination	1000	1.0	5	5
Human papillomavirus infection	0	1.0	3	3
Human papillomavirus infection	10	1.0	3	3
Human papillomavirus infection	20	1.0	3	3
Human papillomavirus infection	30	1.0	3	3
Human papillomavirus infection	40	1.0	3	3
Human papillomavirus infection	50	0.6666666666666666	2	3
Human papillomavirus infection	100	0.6666666666666666	2	3
Human papillomavirus infection	200	1.0	3	3
Human papillomavirus infection	300	1.0	3	3
Human papillomavirus infection	400	1.0	3	3
Human papillomavirus infection	500	1.0	3	3
Human papillomavirus infection	600	0.6666666666666666	2	3
Human papillomavirus infection	700	1.0	3	3
Human papillomavirus infection	800	1.0	3	3
Human papillomavirus infection	900	1.0	3	3
IL-17 signaling pathway	0	0.6666666666666666	2	3
IL-17 signaling pathway	10	0.6666666666666666	2	3
IL-17 signaling pathway	20	0.3333333333333333	1	3
IL-17 signaling pathway	30	0.6666666666666666	2	3
IL-17 signaling pathway	40	0.6666666666666666	2	3
IL-17 signaling pathway	50	0.6666666666666666	2	3
IL-17 signaling pathway	100	0.6666666666666666	2	3
IL-17 signaling pathway	200	0.6666666666666666	2	3
IL-17 signaling pathway	300	0.6666666666666666	2	3
IL-17 signaling pathway	400	0.6666666666666666	2	3
IL-17 signaling pathway	500	0.6666666666666666	2	3
IL-17 signaling pathway	600	0.6666666666666666	2	3
IL-17 signaling pathway	700	0.6666666666666666	2	3
IL-17 signaling pathway	800	0.6666666666666666	2	3
IL-17 signaling pathway	900	0.6666666666666666	2	3
IL-17 signaling pathway	1000	0.0	0	1
Inflammatory bowel disease	0	1.0	1	1
Inflammatory bowel disease	10	1.0	1	1
Inflammatory bowel disease	20	1.0	1	1
Inflammatory bowel disease	30	1.0	1	1
Inflammatory bowel disease	40	1.0	1	1
Inflammatory bowel disease	50	1.0	1	1
Inflammatory bowel disease	100	1.0	1	1
Inflammatory bowel disease	200	1.0	1	1
Inflammatory bowel disease	300	1.0	1	1
Inflammatory bowel disease	400	1.0	1	1
Inflammatory bowel disease	500	1.0	1	1
Inflammatory bowel disease	600	1.0	1	1
Inflammatory bowel disease	700	1.0	1	1
Inflammatory bowel disease	800	1.0	1	1
Inflammatory bowel disease	900	1.0	1	1
Inflammatory mediator regulation of TRP channels	0	1.0	4	4
Inflammatory mediator regulation of TRP channels	10	1.0	3	3
Inflammatory mediator regulation of TRP channels	20	1.0	2	2
Inflammatory mediator regulation of TRP channels	30	1.0	2	2
Inflammatory mediator regulation of TRP channels	40	1.0	2	2
Inflammatory mediator regulation of TRP channels	50	1.0	2	2
Inflammatory mediator regulation of TRP channels	100	1.0	2	2
Inflammatory mediator regulation of TRP channels	200	1.0	2	2
Inflammatory mediator regulation of TRP channels	300	1.0	2	2
Inflammatory mediator regulation of TRP channels	400	1.0	1	1
Inflammatory mediator regulation of TRP channels	500	1.0	1	1
Inflammatory mediator regulation of TRP channels	600	1.0	1	1
Inflammatory mediator regulation of TRP channels	700	1.0	1	1
Inflammatory mediator regulation of TRP channels	800	1.0	1	1
Inflammatory mediator regulation of TRP channels	900	1.0	1	1
Influenza A	0	1.0	1	1
Influenza A	10	1.0	1	1
Influenza A	20	1.0	1	1
Influenza A	30	1.0	1	1
Influenza A	40	1.0	1	1
Influenza A	50	1.0	1	1
Influenza A	100	1.0	1	1
Influenza A	200	1.0	1	1
Influenza A	300	1.0	1	1
Influenza A	400	1.0	1	1
Influenza A	500	1.0	1	1
Influenza A	600	1.0	1	1
Influenza A	700	1.0	1	1
Influenza A	800	1.0	1	1
Influenza A	900	1.0	1	1
Influenza A	1000	1.0	1	1
Inositol phosphate metabolism	0	0.8571428571428571	6	7
Inositol phosphate metabolism	10	0.8333333333333334	5	6
Inositol phosphate metabolism	20	0.8	4	5
Inositol phosphate metabolism	30	0.8	4	5
Inositol phosphate metabolism	40	0.8	4	5
Inositol phosphate metabolism	50	1.0	4	4
Inositol phosphate metabolism	100	1.0	4	4
Inositol phosphate metabolism	200	0.75	3	4
Inositol phosphate metabolism	300	0.6666666666666666	2	3
Inositol phosphate metabolism	400	1.0	3	3
Inositol phosphate metabolism	500	0.6666666666666666	2	3
Inositol phosphate metabolism	600	0.5	1	2
Inositol phosphate metabolism	700	0.5	1	2
Inositol phosphate metabolism	800	1.0	2	2
Inositol phosphate metabolism	900	0.5	1	2
Inositol phosphate metabolism	1000	1.0	1	1
Insulin resistance	0	1.0	5	5
Insulin resistance	10	0.8	4	5
Insulin resistance	20	1.0	5	5
Insulin resistance	30	1.0	5	5
Insulin resistance	40	1.0	5	5
Insulin resistance	50	1.0	5	5
Insulin resistance	100	1.0	4	4
Insulin resistance	200	1.0	3	3
Insulin resistance	300	1.0	2	2
Insulin resistance	400	1.0	1	1
Insulin secretion	0	1.0	8	8
Insulin secretion	10	1.0	8	8
Insulin secretion	20	1.0	8	8
Insulin secretion	30	1.0	7	7
Insulin secretion	40	1.0	7	7
Insulin secretion	50	1.0	7	7
Insulin secretion	100	1.0	7	7
Insulin secretion	200	1.0	4	4
Insulin secretion	300	1.0	4	4
Insulin secretion	400	1.0	2	2
Insulin secretion	500	1.0	2	2
Insulin secretion	600	1.0	2	2
Insulin secretion	700	1.0	2	2
Insulin secretion	800	1.0	2	2
Insulin secretion	900	1.0	2	2
Insulin signaling pathway	0	1.0	14	14
Insulin signaling pathway	10	1.0	14	14
Insulin signaling pathway	20	1.0	14	14
Insulin signaling pathway	30	1.0	12	12
Insulin signaling pathway	40	1.0	12	12
Insulin signaling pathway	50	1.0	12	12
Insulin signaling pathway	100	1.0	10	10
Insulin signaling pathway	200	1.0	10	10
Insulin signaling pathway	300	1.0	9	9
Insulin signaling pathway	400	1.0	8	8
Insulin signaling pathway	500	1.0	6	6
Insulin signaling pathway	600	1.0	6	6
Insulin signaling pathway	700	1.0	6	6
Insulin signaling pathway	800	1.0	6	6
Insulin signaling pathway	900	1.0	6	6
Insulin signaling pathway	1000	1.0	1	1
Intestinal immune network for IgA production	0	1.0	4	4
Intestinal immune network for IgA production	10	0.6666666666666666	2	3
Intestinal immune network for IgA production	20	0.75	3	4
Intestinal immune network for IgA production	30	0.75	3	4
Intestinal immune network for IgA production	40	0.75	3	4
Intestinal immune network for IgA production	50	0.75	3	4
Intestinal immune network for IgA production	100	0.75	3	4
Intestinal immune network for IgA production	200	0.75	3	4
Intestinal immune network for IgA production	300	1.0	4	4
Intestinal immune network for IgA production	400	1.0	4	4
Intestinal immune network for IgA production	500	1.0	4	4
Intestinal immune network for IgA production	600	1.0	4	4
Intestinal immune network for IgA production	700	1.0	4	4
Intestinal immune network for IgA production	800	1.0	4	4
Intestinal immune network for IgA production	900	1.0	4	4
Intestinal immune network for IgA production	1000	1.0	3	3
JAK-STAT signaling pathway	0	1.0	36	36
JAK-STAT signaling pathway	10	0.9090909090909091	30	33
JAK-STAT signaling pathway	20	0.9696969696969697	32	33
JAK-STAT signaling pathway	30	0.96875	31	32
JAK-STAT signaling pathway	40	0.96875	31	32
JAK-STAT signaling pathway	50	0.96875	31	32
JAK-STAT signaling pathway	100	1.0	29	29
JAK-STAT signaling pathway	200	1.0	26	26
JAK-STAT signaling pathway	300	1.0	25	25
JAK-STAT signaling pathway	400	1.0	25	25
JAK-STAT signaling pathway	500	1.0	25	25
JAK-STAT signaling pathway	600	1.0	23	23
JAK-STAT signaling pathway	700	1.0	23	23
JAK-STAT signaling pathway	800	1.0	23	23
JAK-STAT signaling pathway	900	1.0	23	23
JAK-STAT signaling pathway	1000	1.0	14	14
Leukocyte transendothelial migration	0	0.75	3	4
Leukocyte transendothelial migration	10	0.75	3	4
Leukocyte transendothelial migration	20	0.5	2	4
Leukocyte transendothelial migration	30	0.5	2	4
Leukocyte transendothelial migration	40	0.75	3	4
Leukocyte transendothelial migration	50	0.75	3	4
Leukocyte transendothelial migration	100	0.6666666666666666	2	3
Leukocyte transendothelial migration	200	0.5	1	2
Leukocyte transendothelial migration	300	0.5	1	2
Leukocyte transendothelial migration	400	0.5	1	2
Leukocyte transendothelial migration	500	0.5	1	2
Leukocyte transendothelial migration	600	0.5	1	2
Leukocyte transendothelial migration	700	0.5	1	2
Leukocyte transendothelial migration	800	0.5	1	2
Leukocyte transendothelial migration	900	0.5	1	2
Leukocyte transendothelial migration	1000	0.5	1	2
Linoleic acid metabolism	0	1.0	1	1
Long-term depression	0	1.0	2	2
Long-term depression	10	1.0	2	2
Long-term depression	20	1.0	2	2
Long-term depression	30	1.0	2	2
Long-term depression	40	1.0	2	2
Long-term depression	50	1.0	2	2
Long-term depression	100	1.0	2	2
Long-term depression	200	1.0	2	2
Long-term depression	300	1.0	1	1
Long-term depression	400	1.0	1	1
Long-term depression	500	1.0	1	1
Long-term depression	600	1.0	1	1
Long-term depression	700	1.0	1	1
Long-term depression	800	1.0	1	1
Long-term depression	900	1.0	1	1
Long-term depression	1000	1.0	1	1
Longevity regulating pathway	0	1.0	2	2
Longevity regulating pathway	10	1.0	2	2
Longevity regulating pathway	20	1.0	2	2
Longevity regulating pathway	30	1.0	2	2
Longevity regulating pathway	40	1.0	2	2
Longevity regulating pathway	50	0.5	1	2
Longevity regulating pathway	100	0.5	1	2
Longevity regulating pathway	200	1.0	1	1
Longevity regulating pathway	300	1.0	1	1
Longevity regulating pathway	400	1.0	1	1
Longevity regulating pathway	500	1.0	1	1
Longevity regulating pathway	600	1.0	1	1
Longevity regulating pathway	700	1.0	1	1
Longevity regulating pathway	800	1.0	1	1
Longevity regulating pathway	900	1.0	1	1
Longevity regulating pathway	1000	1.0	1	1
Lysine degradation	0	0.9166666666666666	11	12
Lysine degradation	10	0.8181818181818182	9	11
Lysine degradation	20	0.7777777777777778	7	9
Lysine degradation	30	0.8888888888888888	8	9
Lysine degradation	40	0.8888888888888888	8	9
Lysine degradation	50	0.8888888888888888	8	9
Lysine degradation	100	1.0	8	8
Lysine degradation	200	1.0	6	6
Lysine degradation	300	1.0	6	6
Lysine degradation	400	1.0	6	6
Lysine degradation	500	1.0	6	6
Lysine degradation	600	1.0	4	4
Lysine degradation	700	0.6666666666666666	2	3
Lysine degradation	800	0.6666666666666666	2	3
Lysine degradation	900	0.6666666666666666	2	3
Lysine degradation	1000	0.0	0	1
Lysosome	0	0.9814814814814815	53	54
Lysosome	10	0.9814814814814815	53	54
Lysosome	20	0.9444444444444444	51	54
Lysosome	30	0.9811320754716981	52	53
Lysosome	40	0.9807692307692307	51	52
Lysosome	50	0.9807692307692307	51	52
Lysosome	100	0.98	49	50
Lysosome	200	0.98	49	50
Lysosome	300	0.98	49	50
Lysosome	400	0.98	49	50
Lysosome	500	0.98	49	50
Lysosome	600	0.98	49	50
Lysosome	700	0.98	49	50
Lysosome	800	1.0	50	50
Lysosome	900	0.98	49	50
Lysosome	1000	1.0	13	13
MAPK signaling pathway	0	0.9310344827586207	54	58
MAPK signaling pathway	10	0.9636363636363636	53	55
MAPK signaling pathway	20	0.9433962264150944	50	53
MAPK signaling pathway	30	0.9615384615384616	50	52
MAPK signaling pathway	40	0.9215686274509803	47	51
MAPK signaling pathway	50	0.9215686274509803	47	51
MAPK signaling pathway	100	0.9148936170212766	43	47
MAPK signaling pathway	200	0.9705882352941176	33	34
MAPK signaling pathway	300	0.9354838709677419	29	31
MAPK signaling pathway	400	0.9285714285714286	26	28
MAPK signaling pathway	500	0.92	23	25
MAPK signaling pathway	600	0.9583333333333334	23	24
MAPK signaling pathway	700	0.9565217391304348	22	23
MAPK signaling pathway	800	0.9047619047619048	19	21
MAPK signaling pathway	900	0.8947368421052632	17	19
MAPK signaling pathway	1000	0.5	2	4
Mannose type O-glycan biosynthesis	0	1.0	7	7
Mannose type O-glycan biosynthesis	10	1.0	7	7
Mannose type O-glycan biosynthesis	20	1.0	7	7
Mannose type O-glycan biosynthesis	30	1.0	7	7
Mannose type O-glycan biosynthesis	40	1.0	6	6
Mannose type O-glycan biosynthesis	50	1.0	6	6
Mannose type O-glycan biosynthesis	100	1.0	6	6
Mannose type O-glycan biosynthesis	200	1.0	6	6
Mannose type O-glycan biosynthesis	300	1.0	6	6
Mannose type O-glycan biosynthesis	400	1.0	6	6
Mannose type O-glycan biosynthesis	500	1.0	3	3
Mannose type O-glycan biosynthesis	600	1.0	3	3
Mannose type O-glycan biosynthesis	700	1.0	2	2
Mannose type O-glycan biosynthesis	800	1.0	2	2
Mannose type O-glycan biosynthesis	900	1.0	2	2
Maturity onset diabetes of the young	0	1.0	1	1
Maturity onset diabetes of the young	10	1.0	1	1
Melanogenesis	0	1.0	7	7
Melanogenesis	10	1.0	4	4
Melanogenesis	20	1.0	3	3
Melanogenesis	30	1.0	3	3
Melanogenesis	40	1.0	3	3
Melanogenesis	50	1.0	3	3
Melanogenesis	100	1.0	3	3
Melanogenesis	200	1.0	3	3
Melanogenesis	300	1.0	3	3
Melanogenesis	400	1.0	3	3
Melanogenesis	500	1.0	2	2
Melanogenesis	600	1.0	2	2
Melanogenesis	700	1.0	2	2
Melanogenesis	800	1.0	2	2
Melanogenesis	900	1.0	2	2
Melanogenesis	1000	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	0	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	10	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	20	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	30	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	40	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	50	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	100	1.0	2	2
Metabolism of xenobiotics by cytochrome P450	200	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	300	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	400	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	500	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	600	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	700	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	800	1.0	1	1
Metabolism of xenobiotics by cytochrome P450	900	1.0	1	1
Mineral absorption	0	1.0	18	18
Mineral absorption	10	1.0	18	18
Mineral absorption	20	1.0	18	18
Mineral absorption	30	1.0	18	18
Mineral absorption	40	1.0	17	17
Mineral absorption	50	1.0	14	14
Mineral absorption	100	1.0	11	11
Mineral absorption	200	1.0	11	11
Mineral absorption	300	1.0	9	9
Mineral absorption	400	1.0	8	8
Mineral absorption	500	1.0	8	8
Mineral absorption	600	1.0	7	7
Mineral absorption	700	1.0	6	6
Mineral absorption	800	1.0	6	6
Mineral absorption	900	1.0	5	5
Mineral absorption	1000	1.0	2	2
Mismatch repair	0	1.0	4	4
Mismatch repair	10	0.75	3	4
Mismatch repair	20	0.75	3	4
Mismatch repair	30	0.75	3	4
Mismatch repair	40	1.0	4	4
Mismatch repair	50	1.0	4	4
Mismatch repair	100	1.0	4	4
Mismatch repair	200	1.0	4	4
Mismatch repair	300	1.0	4	4
Mismatch repair	400	1.0	4	4
Mismatch repair	500	1.0	4	4
Mismatch repair	600	1.0	4	4
Mismatch repair	700	1.0	4	4
Mismatch repair	800	1.0	4	4
Mismatch repair	900	1.0	4	4
Mismatch repair	1000	1.0	1	1
Mucin type O-glycan biosynthesis	0	1.0	2	2
Mucin type O-glycan biosynthesis	10	1.0	2	2
Mucin type O-glycan biosynthesis	20	1.0	2	2
Mucin type O-glycan biosynthesis	30	1.0	2	2
Mucin type O-glycan biosynthesis	40	1.0	2	2
Mucin type O-glycan biosynthesis	50	1.0	1	1
Mucin type O-glycan biosynthesis	100	1.0	1	1
N-Glycan biosynthesis	0	0.8	4	5
N-Glycan biosynthesis	10	0.6	3	5
N-Glycan biosynthesis	20	0.6	3	5
N-Glycan biosynthesis	30	0.8	4	5
N-Glycan biosynthesis	40	0.6666666666666666	2	3
N-Glycan biosynthesis	50	0.6666666666666666	2	3
N-Glycan biosynthesis	100	1.0	3	3
N-Glycan biosynthesis	200	1.0	2	2
N-Glycan biosynthesis	300	1.0	2	2
N-Glycan biosynthesis	400	1.0	2	2
N-Glycan biosynthesis	500	1.0	2	2
N-Glycan biosynthesis	600	1.0	1	1
N-Glycan biosynthesis	700	1.0	1	1
NF-kappa B signaling pathway	0	1.0	13	13
NF-kappa B signaling pathway	10	0.9090909090909091	10	11
NF-kappa B signaling pathway	20	0.9166666666666666	11	12
NF-kappa B signaling pathway	30	0.9166666666666666	11	12
NF-kappa B signaling pathway	40	0.9090909090909091	10	11
NF-kappa B signaling pathway	50	0.9090909090909091	10	11
NF-kappa B signaling pathway	100	0.8888888888888888	8	9
NF-kappa B signaling pathway	200	1.0	8	8
NF-kappa B signaling pathway	300	1.0	6	6
NF-kappa B signaling pathway	400	1.0	6	6
NF-kappa B signaling pathway	500	1.0	5	5
NF-kappa B signaling pathway	600	1.0	5	5
NF-kappa B signaling pathway	700	1.0	5	5
NF-kappa B signaling pathway	800	1.0	5	5
NF-kappa B signaling pathway	900	1.0	5	5
NF-kappa B signaling pathway	1000	1.0	3	3
NOD-like receptor signaling pathway	0	0.9523809523809523	20	21
NOD-like receptor signaling pathway	10	1.0	19	19
NOD-like receptor signaling pathway	20	1.0	19	19
NOD-like receptor signaling pathway	30	1.0	18	18
NOD-like receptor signaling pathway	40	1.0	18	18
NOD-like receptor signaling pathway	50	1.0	16	16
NOD-like receptor signaling pathway	100	0.8666666666666667	13	15
NOD-like receptor signaling pathway	200	0.9333333333333333	14	15
NOD-like receptor signaling pathway	300	0.9333333333333333	14	15
NOD-like receptor signaling pathway	400	0.9230769230769231	12	13
NOD-like receptor signaling pathway	500	0.9090909090909091	10	11
NOD-like receptor signaling pathway	600	1.0	10	10
NOD-like receptor signaling pathway	700	1.0	10	10
NOD-like receptor signaling pathway	800	1.0	10	10
NOD-like receptor signaling pathway	900	0.9	9	10
NOD-like receptor signaling pathway	1000	0.8571428571428571	6	7
Natural killer cell mediated cytotoxicity	0	1.0	7	7
Natural killer cell mediated cytotoxicity	10	0.8571428571428571	6	7
Natural killer cell mediated cytotoxicity	20	1.0	7	7
Natural killer cell mediated cytotoxicity	30	1.0	7	7
Natural killer cell mediated cytotoxicity	40	1.0	7	7
Natural killer cell mediated cytotoxicity	50	1.0	7	7
Natural killer cell mediated cytotoxicity	100	1.0	6	6
Natural killer cell mediated cytotoxicity	200	1.0	6	6
Natural killer cell mediated cytotoxicity	300	1.0	6	6
Natural killer cell mediated cytotoxicity	400	0.8333333333333334	5	6
Natural killer cell mediated cytotoxicity	500	0.8333333333333334	5	6
Natural killer cell mediated cytotoxicity	600	1.0	5	5
Natural killer cell mediated cytotoxicity	700	1.0	5	5
Natural killer cell mediated cytotoxicity	800	1.0	5	5
Natural killer cell mediated cytotoxicity	900	1.0	5	5
Natural killer cell mediated cytotoxicity	1000	1.0	2	2
Necroptosis	0	0.7647058823529411	13	17
Necroptosis	10	0.8	12	15
Necroptosis	20	0.7333333333333333	11	15
Necroptosis	30	0.7142857142857143	10	14
